text,url
,https://hsb.wikipedia.org/
,https://io.wikipedia.org/
,https://ig.wikipedia.org/
,https://ilo.wikipedia.org/
,https://ia.wikipedia.org/
,https://ie.wikipedia.org/
,https://os.wikipedia.org/
,https://is.wikipedia.org/
,https://jv.wikipedia.org/
,https://kn.wikipedia.org/
,https://pam.wikipedia.org/
,https://km.wikipedia.org/
,https://avk.wikipedia.org/
,https://ht.wikipedia.org/
,https://ku.wikipedia.org/
,https://ckb.wikipedia.org/
,https://ky.wikipedia.org/
,https://mrj.wikipedia.org/
,https://lb.wikipedia.org/
,https://lij.wikipedia.org/
,https://li.wikipedia.org/
,https://lmo.wikipedia.org/
,https://mai.wikipedia.org/
,https://ml.wikipedia.org/
,https://xmf.wikipedia.org/
,https://mzn.wikipedia.org/
,https://cdo.wikipedia.org/
,https://mn.wikipedia.org/
,https://nap.wikipedia.org/
,https://new.wikipedia.org/
,https://ne.wikipedia.org/
,https://frr.wikipedia.org/
,https://oc.wikipedia.org/
,https://mhr.wikipedia.org/
,https://or.wikipedia.org/
,https://as.wikipedia.org/
,https://pa.wikipedia.org/
,https://pnb.wikipedia.org/
,https://ps.wikipedia.org/
,https://pms.wikipedia.org/
,https://nds.wikipedia.org/
,https://kaa.wikipedia.org/
,https://crh.wikipedia.org/
,https://qu.wikipedia.org/
,https://rue.wikipedia.org/
,https://sa.wikipedia.org/
,https://sat.wikipedia.org/
,https://skr.wikipedia.org/
,https://sah.wikipedia.org/
,https://sco.wikipedia.org/
,https://sn.wikipedia.org/
,https://scn.wikipedia.org/
,https://si.wikipedia.org/
,https://sd.wikipedia.org/
,https://szl.wikipedia.org/
,https://su.wikipedia.org/
,https://shi.wikipedia.org/
,https://tl.wikipedia.org/
,https://shn.wikipedia.org/
,https://zgh.wikipedia.org/
,https://tly.wikipedia.org/
,https://tum.wikipedia.org/
,https://bug.wikipedia.org/
,https://vec.wikipedia.org/
,https://vo.wikipedia.org/
,https://wa.wikipedia.org/
,https://zh-classical.wikipedia.org/
,https://wuu.wikipedia.org/
,https://yi.wikipedia.org/
,https://yo.wikipedia.org/
,https://diq.wikipedia.org/
,https://bat-smg.wikipedia.org/
,https://zu.wikipedia.org/
,https://mni.wikipedia.org/
,https://lad.wikipedia.org/
,https://kbd.wikipedia.org/
,https://ang.wikipedia.org/
,https://smn.wikipedia.org/
,https://anp.wikipedia.org/
,https://ab.wikipedia.org/
,https://roa-rup.wikipedia.org/
,https://frp.wikipedia.org/
,https://atj.wikipedia.org/
,https://arc.wikipedia.org/
,https://gn.wikipedia.org/
,https://av.wikipedia.org/
,https://ay.wikipedia.org/
,https://bbc.wikipedia.org/
,https://bew.wikipedia.org/
,https://bh.wikipedia.org/
,https://bi.wikipedia.org/
,https://bo.wikipedia.org/
,https://bxr.wikipedia.org/
,https://cbk-zam.wikipedia.org/
,https://ny.wikipedia.org/
,https://co.wikipedia.org/
,https://za.wikipedia.org/
,https://dga.wikipedia.org/
,https://se.wikipedia.org/
,https://pdc.wikipedia.org/
,https://dv.wikipedia.org/
,https://dsb.wikipedia.org/
,https://dtp.wikipedia.org/
,https://myv.wikipedia.org/
,https://ext.wikipedia.org/
,https://ee.wikipedia.org/
,https://gur.wikipedia.org/
,https://fon.wikipedia.org/
,https://fur.wikipedia.org/
,https://gv.wikipedia.org/
,https://gag.wikipedia.org/
,https://inh.wikipedia.org/
,https://gpe.wikipedia.org/
,https://ki.wikipedia.org/
,https://gan.wikipedia.org/
,https://guw.wikipedia.org/
,https://xal.wikipedia.org/
,https://haw.wikipedia.org/
,https://rw.wikipedia.org/
,https://iba.wikipedia.org/
,https://kbp.wikipedia.org/
,https://knc.wikipedia.org/
,https://csb.wikipedia.org/
,https://kw.wikipedia.org/
,https://kv.wikipedia.org/
,https://koi.wikipedia.org/
,https://kg.wikipedia.org/
,https://gom.wikipedia.org/
,https://ks.wikipedia.org/
,https://gcr.wikipedia.org/
,https://kge.wikipedia.org/
,https://kus.wikipedia.org/
,https://lo.wikipedia.org/
,https://lbe.wikipedia.org/
,https://ltg.wikipedia.org/
,https://lez.wikipedia.org/
,https://nia.wikipedia.org/
,https://ln.wikipedia.org/
,https://lfn.wikipedia.org/
,https://olo.wikipedia.org/
,https://jbo.wikipedia.org/
,https://lg.wikipedia.org/
,https://mad.wikipedia.org/
,https://mt.wikipedia.org/
,https://btm.wikipedia.org/
,https://mi.wikipedia.org/
,https://fat.wikipedia.org/
,https://mwl.wikipedia.org/
,https://mdf.wikipedia.org/
,https://mnw.wikipedia.org/
,https://mos.wikipedia.org/
,https://nqo.wikipedia.org/
,https://fj.wikipedia.org/
,https://nah.wikipedia.org/
,https://pcm.wikipedia.org/
,https://nds-nl.wikipedia.org/
,https://nrm.wikipedia.org/
,https://nov.wikipedia.org/
,https://om.wikipedia.org/
,https://blk.wikipedia.org/
,https://pi.wikipedia.org/
,https://pag.wikipedia.org/
,https://ami.wikipedia.org/
,https://pap.wikipedia.org/
,https://jam.wikipedia.org/
,https://pfl.wikipedia.org/
,https://pcd.wikipedia.org/
,https://krc.wikipedia.org/
,https://ksh.wikipedia.org/
,https://rm.wikipedia.org/
,https://szy.wikipedia.org/
,https://sm.wikipedia.org/
,https://sc.wikipedia.org/
,https://trv.wikipedia.org/
,https://stq.wikipedia.org/
,https://st.wikipedia.org/
,https://nso.wikipedia.org/
,https://tn.wikipedia.org/
,https://syl.wikipedia.org/
,https://cu.wikipedia.org/
,https://so.wikipedia.org/
,https://srn.wikipedia.org/
,https://ss.wikipedia.org/
,https://ty.wikipedia.org/
,https://kab.wikipedia.org/
,https://roa-tara.wikipedia.org/
,https://tay.wikipedia.org/
,https://tet.wikipedia.org/
,https://tpi.wikipedia.org/
,https://to.wikipedia.org/
,https://chr.wikipedia.org/
,https://tk.wikipedia.org/
,https://tw.wikipedia.org/
,https://kcg.wikipedia.org/
,https://tyv.wikipedia.org/
,https://udm.wikipedia.org/
,https://ug.wikipedia.org/
,https://vep.wikipedia.org/
,https://fiu-vro.wikipedia.org/
,https://vls.wikipedia.org/
,https://wo.wikipedia.org/
,https://xh.wikipedia.org/
,https://zea.wikipedia.org/
,https://alt.wikipedia.org/
,https://awa.wikipedia.org/
,https://dty.wikipedia.org/
,https://tcy.wikipedia.org/
,https://bdr.wikipedia.org/
,https://bm.wikipedia.org/
,https://ch.wikipedia.org/
,https://dz.wikipedia.org/
,https://got.wikipedia.org/
,https://igl.wikipedia.org/
,https://iu.wikipedia.org/
,https://ik.wikipedia.org/
,https://nr.wikipedia.org/
,https://kl.wikipedia.org/
,https://nup.wikipedia.org/
,https://ann.wikipedia.org/
,https://pwn.wikipedia.org/
,https://pnt.wikipedia.org/
,https://rmy.wikipedia.org/
,https://rn.wikipedia.org/
,https://rsk.wikipedia.org/
,https://sg.wikipedia.org/
,https://tdd.wikipedia.org/
,https://ti.wikipedia.org/
,https://din.wikipedia.org/
,https://chy.wikipedia.org/
,https://ts.wikipedia.org/
,https://ve.wikipedia.org/
,https://guc.wikipedia.org/
,https://ady.wikipedia.org/
,https://rki.wikipedia.org/
,https://meta.wikimedia.org/wiki/Special:MyLanguage/List_of_Wikipedias
Donate now,https://donate.wikimedia.org/?wmf_medium=portal&wmf_campaign=portalBanner&wmf_source=portalBanner_en6C_2526_1006_Control&uselang=en
Donate now,https://donate.wikimedia.org/?wmf_medium=portal&wmf_campaign=portalBanner&wmf_source=portalBanner_en6C_2526_1006_Control&uselang=en
Donate now,https://donate.wikimedia.org/?wmf_medium=portal&wmf_campaign=portalBanner&wmf_source=portalBanner_en6C_2526_1006_Control&uselang=en
You can support our work with a donation.,https://donate.wikimedia.org/?wmf_medium=portal&wmf_campaign=portalFooter&wmf_source=portalFooter
Download Wikipedia for Android or iOS,https://en.wikipedia.org/wiki/List_of_Wikipedia_mobile_applications
Google Play Store,https://play.google.com/store/apps/details?id=org.wikipedia&referrer=utm_source%3Dportal%26utm_medium%3Dbutton%26anid%3Dadmob
Apple App Store,https://itunes.apple.com/app/apple-store/id324715238?pt=208305&ct=portal&mt=8
"Commons
Free media collection",https://commons.wikimedia.org/
"Wikivoyage
Free travel guide",https://www.wikivoyage.org/
"Wiktionary
Free dictionary",https://www.wiktionary.org/
"Wikibooks
Free textbooks",https://www.wikibooks.org/
"Wikinews
Free news source",https://www.wikinews.org/
"Wikidata
Free knowledge base",https://www.wikidata.org/
"Wikiversity
Free learning resources",https://www.wikiversity.org/
"Wikiquote
Free quote compendium",https://www.wikiquote.org/
"MediaWiki
Free & open wiki software",https://www.mediawiki.org/
"Wikisource
Free content library",https://www.wikisource.org/
"Wikispecies
Free species directory",https://species.wikimedia.org/
"Wikifunctions
Free function library",https://www.wikifunctions.org/
"Meta-Wiki
Community coordination & documentation",https://meta.wikimedia.org/
Creative Commons Attribution-ShareAlike License,https://creativecommons.org/licenses/by-sa/4.0/
Terms of Use,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Terms_of_Use
Privacy Policy,https://foundation.wikimedia.org/wiki/Special:MyLanguage/Policy:Privacy_policy
